time_utc,voltage,current,power
2026-07-16 18:14:57.812000+00:00,13.535547,78.657532,1064.483643
2026-07-16 18:14:59.809000+00:00,13.536328,78.655243,1064.680176
2026-07-16 18:15:01.797000+00:00,13.537109,78.651047,1064.702148
2026-07-16 18:15:05.833000+00:00,13.539258,78.654861,1064.755859
2026-07-16 18:15:07.829000+00:00,13.539649,78.658295,1064.920654
2026-07-16 18:15:09.840000+00:00,13.540235,78.662109,1065.007324
2026-07-16 18:15:11.813000+00:00,13.54082,78.658676,1065.109863
2026-07-16 18:15:13.832000+00:00,13.542188,78.653717,1065.107422
2026-07-16 18:15:15.827000+00:00,13.542773,78.661346,1065.140381
2026-07-16 18:15:17.821000+00:00,13.54336,78.656387,1065.296631
2026-07-16 18:15:21.829000+00:00,13.545313,78.656769,1065.330811
2026-07-16 18:15:25.862000+00:00,13.546289,78.660202,1065.469971
2026-07-16 18:15:27.856000+00:00,13.547462,78.654099,1065.557861
2026-07-16 18:15:29.871000+00:00,13.547852,78.656387,1065.55542
2026-07-16 18:15:31.839000+00:00,13.548438,78.660583,1065.625
2026-07-16 18:15:33.876000+00:00,13.549024,78.661346,1065.732422
2026-07-16 18:15:35.856000+00:00,13.550196,78.66478,1065.776367
2026-07-16 18:15:37.862000+00:00,13.550781,78.662491,1065.919189
2026-07-16 18:15:39.872000+00:00,13.551172,78.661728,1065.932617
2026-07-16 18:15:41.846000+00:00,13.551758,78.668213,1065.958252
2026-07-16 18:15:43.870000+00:00,13.552734,78.673553,1066.090088
2026-07-16 18:15:45.863000+00:00,13.553321,78.682709,1066.240234
2026-07-16 18:15:47.870000+00:00,13.553515,78.68576,1066.40625
2026-07-16 18:15:49.852000+00:00,13.554102,78.689957,1066.474609
2026-07-16 18:15:51.853000+00:00,13.555079,78.695679,1066.575928
2026-07-16 18:15:55.874000+00:00,13.556055,78.691101,1066.766357
2026-07-16 18:15:57.881000+00:00,13.557032,78.708267,1066.748047
2026-07-16 18:15:59.885000+00:00,13.557617,78.701019,1067.052002
2026-07-16 18:16:01.878000+00:00,13.558008,78.710175,1066.994629
2026-07-16 18:16:03.898000+00:00,13.558398,78.707504,1067.159424
2026-07-16 18:16:05.900000+00:00,13.559375,78.725052,1067.1521
2026-07-16 18:16:07.899000+00:00,13.559961,78.718185,1067.46582
2026-07-16 18:16:09.905000+00:00,13.560157,78.726578,1067.404785
2026-07-16 18:16:11.892000+00:00,13.560547,78.726196,1067.55127
2026-07-16 18:16:15.891000+00:00,13.561914,78.730011,1067.640381
