time_utc,shelly_V,ina228_ma60s,current_A,dvdt_mV_per_min,delta_mV
2026-07-16 12:16:55.523000+00:00,13.27,13.305134,-0.001144,1.074219,-35.134365
2026-07-16 12:17:55.524000+00:00,13.28,13.305436,-0.001907,0.996113,-25.436293
2026-07-16 12:18:55.523000+00:00,13.27,13.305664,0.005341,0.996017,-35.664063
2026-07-16 12:19:55.523000+00:00,13.28,13.305879,-0.018692,0.957012,-25.879116
2026-07-16 12:20:55.523000+00:00,13.27,13.306202,-0.020599,0.918007,-36.201577
2026-07-16 12:23:08.525000+00:00,13.28,13.306716,-0.010681,0.839806,-26.715819
2026-07-16 12:30:08.522000+00:00,13.27,13.308236,-0.009155,0.683594,-38.235963
2026-07-16 12:31:08.523000+00:00,13.28,13.308398,-0.014877,0.683594,-28.398485
2026-07-16 12:32:08.524000+00:00,13.27,13.308534,-0.002289,0.644493,-38.533595
2026-07-16 12:33:08.525000+00:00,13.28,13.308757,-0.012589,0.644493,-28.756669
2026-07-16 12:36:12.663000+00:00,13.27,13.309286,-0.003052,0.605488,-39.286378
2026-07-16 12:37:12.525000+00:00,13.28,13.30945,0.018311,0.605392,-29.450076
2026-07-16 12:40:12.524000+00:00,13.27,13.309961,-0.004196,0.605488,-39.961319
2026-07-16 12:41:12.523000+00:00,13.28,13.310067,-0.017166,0.566387,-30.06659
2026-07-16 12:57:16.524000+00:00,13.27,13.312305,0.004959,0.468731,-42.304735
2026-07-16 13:05:20.523000+00:00,13.27,13.313281,0.003433,0.468731,-43.28125
2026-07-16 13:06:20.523000+00:00,13.28,13.313379,0.001526,0.468731,-33.378811
2026-07-16 13:07:20.524000+00:00,13.27,13.313428,0.001907,0.468731,-43.427687
2026-07-16 13:08:20.523000+00:00,13.28,13.313574,0.011063,0.42963,-33.574314
2026-07-16 13:12:18.524000+00:00,13.27,13.313965,-0.011063,0.390625,-43.965321
2026-07-16 13:13:18.524000+00:00,13.28,13.31403,-0.007629,0.390625,-34.030329
2026-07-16 13:15:18.524000+00:00,13.27,13.314258,-0.006104,0.390625,-44.25794
2026-07-16 13:16:18.523000+00:00,13.28,13.314355,-0.013351,0.35162,-34.355373
2026-07-16 13:28:25.524000+00:00,13.27,13.315332,-0.024414,0.312519,-45.331936
2026-07-16 13:29:25.523000+00:00,13.28,13.315397,-0.009155,0.273418,-35.397104
2026-07-16 13:49:59.524000+00:00,13.27,13.316895,-0.014496,0.234413,-46.895008
2026-07-16 13:53:59.523000+00:00,13.27,13.317097,-0.008774,0.195312,-47.096519
2026-07-16 13:54:59.523000+00:00,13.28,13.317101,0.003815,0.195312,-37.100843
2026-07-16 14:01:59.523000+00:00,13.27,13.317709,-0.007629,0.195312,-47.708651
2026-07-16 14:02:59.524000+00:00,13.28,13.317676,-0.011063,0.195312,-37.676067
2026-07-16 14:15:15.523000+00:00,13.27,13.318262,-0.005722,-33.300781,-48.261623
2026-07-16 14:19:15.523000+00:00,13.27,13.318457,0.004959,-34.160137,-48.457127
2026-07-16 14:20:15.524000+00:00,13.28,13.318457,-0.002289,-34.335995,-38.457127
2026-07-16 14:22:15.524000+00:00,13.19,13.283308,-40.065384,-34.687519,-93.308469
2026-07-16 14:22:21.543000+00:00,13.18,13.264035,-39.735031,-34.726524,-84.034748
2026-07-16 14:22:30.533000+00:00,13.08,13.235294,-79.621124,-34.746075,-155.294286
2026-07-16 14:23:30.524000+00:00,13.03,13.065684,-80.688858,-34.550858,-35.68381
2026-07-16 14:23:48.447000+00:00,12.97,13.044662,-80.751801,-34.765625,-74.661681
2026-07-16 14:24:48.523000+00:00,12.96,13.006775,-80.308151,-35.019588,-46.775494
2026-07-16 14:26:48.523000+00:00,12.94,12.979373,-81.222534,-35.371113,-39.373476
2026-07-16 14:27:48.523000+00:00,12.93,12.973454,-80.867767,-10.429668,-43.454038
2026-07-16 14:29:48.525000+00:00,12.94,12.970576,-80.887222,-4.66795,-30.575626
2026-07-16 14:30:48.522000+00:00,12.93,12.968818,-80.837631,-3.339863,-38.817784
2026-07-16 14:33:14.524000+00:00,13.06,12.983743,-19.033432,22.148418,76.257241
2026-07-16 14:33:29.777000+00:00,13.07,13.019649,-18.958664,22.792912,50.351372
2026-07-16 14:34:05.737000+00:00,12.97,13.104401,-48.974991,24.101543,-134.401271
2026-07-16 14:36:05.524000+00:00,12.93,12.969973,-81.46286,26.054668,-39.973067
2026-07-16 14:37:26.505000+00:00,13.09,12.975195,-0.480652,26.972675,114.804513
2026-07-16 14:38:26.523000+00:00,13.15,13.165222,-0.001907,27.929688,-15.2215
2026-07-16 14:39:26.523000+00:00,13.17,13.20043,0.001907,12.031269,-30.429885
2026-07-16 14:40:14.362000+00:00,13.19,13.213307,0.0,27.226543,-23.307412
2026-07-16 14:41:13.523000+00:00,13.2,13.224317,0.001526,29.179668,-24.316631
2026-07-16 14:43:13.524000+00:00,13.21,13.237565,-0.005341,10.683632,-27.565279
2026-07-16 14:44:13.524000+00:00,13.22,13.242133,-0.011063,8.261776,-22.133405
2026-07-16 14:46:19.525000+00:00,13.23,13.250098,0.001144,6.054688,-20.097871
2026-07-16 14:49:19.523000+00:00,13.24,13.258008,-0.001144,5.019569,-18.008003
2026-07-16 14:50:19.523000+00:00,13.25,13.260156,-0.014877,4.882812,-10.156458
2026-07-16 14:53:19.524000+00:00,13.24,13.265469,-0.019073,4.374981,-25.468979
2026-07-16 14:54:19.524000+00:00,13.25,13.266779,0.005341,4.257774,-16.779293
2026-07-16 15:00:23.524000+00:00,13.26,13.274237,-0.009918,3.261662,-14.236679
2026-07-16 15:04:23.523000+00:00,13.25,13.277958,-0.007248,2.753925,-27.95778
2026-07-16 15:05:23.523000+00:00,13.26,13.278613,-0.019836,2.675724,-18.613408
2026-07-16 15:08:12.523000+00:00,13.27,13.280632,-0.006866,2.441406,-10.631781
2026-07-16 15:08:34.901000+00:00,13.26,13.280827,-0.011063,2.402306,-20.827045
2026-07-16 15:12:34.523000+00:00,13.27,13.283459,-0.004196,2.167988,-13.458783
2026-07-16 15:14:34.524000+00:00,13.26,13.284614,-0.002289,2.128887,-24.614033
2026-07-16 15:15:34.524000+00:00,13.27,13.285243,-0.022888,2.050781,-15.24314
2026-07-16 15:16:34.523000+00:00,13.26,13.285677,-0.014496,2.050781,-25.67738
2026-07-16 15:20:34.523000+00:00,13.27,13.287615,-0.014496,1.855469,-17.615215
2026-07-16 15:21:34.523000+00:00,13.26,13.28817,0.0,1.777363,-28.169725
2026-07-16 15:22:34.523000+00:00,13.27,13.288672,0.003815,1.738358,-18.672129
2026-07-16 15:42:52.523000+00:00,13.28,13.295489,-0.006866,1.093769,-15.488644
2026-07-16 15:53:51.738000+00:00,13.27,13.298288,0.007629,0.8008,-28.287685
2026-07-16 15:59:01.524000+00:00,13.28,13.299395,-0.01564,0.7617,-19.394894
2026-07-16 16:02:01.523000+00:00,13.27,13.300059,0.009918,0.722694,-30.058842
2026-07-16 16:03:01.523000+00:00,13.28,13.300267,-0.006104,0.722694,-20.266786
2026-07-16 16:04:01.524000+00:00,13.27,13.300499,0.001526,0.722599,-30.49928
2026-07-16 16:05:01.524000+00:00,13.28,13.300698,0.003052,0.683594,-20.697599
2026-07-16 16:07:01.523000+00:00,13.27,13.301042,-0.011063,0.683594,-31.041921
2026-07-16 16:07:55.936000+00:00,13.28,13.301194,0.014114,0.683594,-21.193979
2026-07-16 16:11:21.523000+00:00,13.27,13.301829,-0.020981,0.644493,-31.828905
2026-07-16 16:13:21.524000+00:00,13.28,13.30222,-0.0103,0.605488,-22.219911
2026-07-16 16:19:21.524000+00:00,13.27,13.303191,0.0103,0.566387,-33.190549
2026-07-16 16:20:21.523000+00:00,13.28,13.30334,-0.028229,0.546932,-23.340149
2026-07-16 16:23:59.525000+00:00,13.27,13.303934,-0.014496,0.507832,-33.93437
2026-07-16 16:24:59.525000+00:00,13.28,13.304037,-0.001907,0.507832,-24.036776
2026-07-16 16:25:17.727000+00:00,13.27,13.304058,-0.006485,0.507736,-34.058499
2026-07-16 16:27:17.524000+00:00,13.28,13.304402,0.009918,0.507832,-24.402205
2026-07-16 16:30:17.523000+00:00,13.27,13.304883,-0.009918,0.468731,-34.883003
2026-07-16 16:31:17.524000+00:00,13.28,13.304981,-0.000763,0.507832,-24.980755
2026-07-16 16:33:17.523000+00:00,13.27,13.305241,0.006104,0.468731,-35.241267
2026-07-16 16:34:17.524000+00:00,13.28,13.305379,-0.001144,0.468731,-25.378767
2026-07-16 16:36:17.524000+00:00,13.27,13.30586,0.009155,0.488281,-35.859566
2026-07-16 16:37:31.523000+00:00,13.28,13.305773,-0.002289,0.488281,-25.772675
2026-07-16 16:49:48.524000+00:00,13.27,13.307338,-0.007248,0.390625,-37.338306
2026-07-16 16:50:48.523000+00:00,13.28,13.307617,0.008392,0.390625,-27.617188
2026-07-16 16:54:48.524000+00:00,13.27,13.307878,-0.009155,0.390625,-37.877858
2026-07-16 16:55:48.523000+00:00,13.28,13.307924,-0.00267,0.390625,-27.924407
2026-07-16 17:00:02.524000+00:00,13.27,13.30834,-0.0103,0.35162,-38.339977
2026-07-16 17:01:02.524000+00:00,13.28,13.308502,-0.00267,0.390625,-28.501748
2026-07-16 17:03:02.523000+00:00,13.27,13.308736,-0.011063,0.35162,-38.735934
2026-07-16 17:04:02.523000+00:00,13.28,13.308887,-0.002289,0.351524,-28.887005
2026-07-16 17:32:11.523000+00:00,13.27,13.31124,-0.010681,-32.714844,-41.239503
2026-07-16 17:33:11.523000+00:00,13.28,13.311426,0.004959,-32.83205,-31.425686
2026-07-16 17:42:10.750000+00:00,13.09,13.291433,-79.137421,-35.644531,-201.432699
2026-07-16 17:43:12.680000+00:00,12.99,13.074955,-79.953384,-36.386681,-84.954605
2026-07-16 17:45:12.523000+00:00,12.95,12.985879,-80.832291,-37.187481,-35.879135
2026-07-16 17:46:12.523000+00:00,12.93,12.971297,-80.545425,-41.074276,-41.296751
2026-07-16 17:48:12.524000+00:00,12.92,12.953931,-81.333923,6.66008,-33.930855
2026-07-16 17:50:12.525000+00:00,12.9,12.942782,-81.26564,18.652344,-42.782195
2026-07-16 17:50:22.184000+00:00,12.89,12.942019,-81.007385,19.17963,-52.019072
2026-07-16 17:51:21.523000+00:00,12.91,12.94056,-81.243515,22.265625,-30.560023
2026-07-16 17:52:21.523000+00:00,12.9,12.938239,-81.077576,24.081993,-38.238973
2026-07-16 17:52:37.028000+00:00,12.75,12.936065,-101.411438,24.609375,-186.06538
2026-07-16 17:52:38.029000+00:00,12.96,12.932031,-130.10788,24.726486,27.968589
2026-07-16 17:52:40.025000+00:00,13.06,12.937898,-0.065994,24.824238,122.101694
2026-07-16 17:52:52.012000+00:00,12.91,12.967419,-61.68251,25.273418,-57.419165
2026-07-16 17:53:18.981000+00:00,12.76,12.964694,-115.676117,26.113319,-204.694214
2026-07-16 17:53:19.978000+00:00,12.86,12.963613,-95.132065,26.171875,-103.613478
2026-07-16 17:53:20.979000+00:00,13.06,12.963613,-95.132065,26.171875,96.386522
2026-07-16 17:54:15.693000+00:00,13.11,13.104512,-0.467682,27.773476,5.488008
2026-07-16 17:55:15.524000+00:00,13.15,13.169889,-0.013733,28.984356,-19.889482
2026-07-16 17:55:35.826000+00:00,13.16,13.179141,-0.004578,29.433537,-19.140822
2026-07-16 17:57:35.524000+00:00,13.17,13.20722,-0.0103,31.23045,-37.220236
2026-07-16 17:58:35.523000+00:00,13.18,13.216103,-0.004959,16.894531,-36.102635
2026-07-16 17:59:35.523000+00:00,13.19,13.22327,0.000763,10.605431,-33.27028
2026-07-16 18:01:35.524000+00:00,13.2,13.233752,-0.00267,7.40242,-33.752024
2026-07-16 18:02:35.523000+00:00,13.21,13.238121,-0.004196,10.449219,-28.12064
2026-07-16 18:03:35.524000+00:00,13.2,13.242066,-0.001526,28.456974,-42.065668
2026-07-16 18:04:35.524000+00:00,13.21,13.245703,-0.006104,30.957031,-35.703305
2026-07-16 18:07:00.523000+00:00,13.22,13.252637,-0.016785,32.949257,-32.636909
2026-07-16 18:09:19.523000+00:00,13.23,13.258032,-0.011444,33.96492,-28.032441
2026-07-16 18:11:19.524000+00:00,13.24,13.261914,-0.011826,34.433651,-21.914253
2026-07-16 18:12:19.523000+00:00,13.25,13.263654,-0.01297,34.687519,-13.654275
2026-07-16 18:13:09.604000+00:00,13.26,13.265274,2.811813,34.882736,-5.273603
2026-07-16 18:13:19.593000+00:00,13.37,13.271875,17.352676,34.921932,98.124869
2026-07-16 18:13:59.547000+00:00,13.48,13.422302,78.663635,35.273457,57.698107
2026-07-16 18:14:59.523000+00:00,13.49,13.519948,78.655243,35.800743,-29.948133
2026-07-16 18:15:59.523000+00:00,13.5,13.547884,78.701019,36.152363,-47.884337
2026-07-16 18:16:59.524000+00:00,13.53,13.565534,78.768158,36.523438,-35.534019
2026-07-16 18:17:59.524000+00:00,13.54,13.57957,78.775787,36.777306,-39.570484
2026-07-16 18:18:59.523000+00:00,13.56,13.591725,78.798294,13.964844,-31.725477
2026-07-16 18:19:59.523000+00:00,13.57,13.602984,78.800201,10.371113,-32.983738
2026-07-16 18:20:22.108000+00:00,13.58,13.606739,78.796387,9.531212,-26.738504
2026-07-16 18:22:21.523000+00:00,13.59,13.624067,78.8311,6.699276,-34.067059
2026-07-16 18:24:21.524000+00:00,13.6,13.633484,78.835297,5.546856,-33.484066
2026-07-16 18:25:21.523000+00:00,13.61,13.635791,78.820801,5.136776,-25.791222
2026-07-16 18:26:21.523000+00:00,13.59,13.637142,78.829575,4.66795,-47.142128
2026-07-16 18:27:21.524000+00:00,13.6,13.638119,78.822327,4.472637,-38.118744
2026-07-16 18:31:15.150000+00:00,13.61,13.639887,78.848648,3.476524,-29.887386
2026-07-16 18:34:57.523000+00:00,13.6,13.641114,78.853607,2.949142,-41.113663
2026-07-16 18:35:57.523000+00:00,13.61,13.641546,78.856277,2.812481,-31.545704
2026-07-16 18:41:17.903000+00:00,13.62,13.644414,78.852463,2.402306,-24.414139
2026-07-16 18:42:17.524000+00:00,13.61,13.645215,78.841782,2.363205,-35.215034
2026-07-16 18:43:17.522000+00:00,13.62,13.645703,78.852081,2.304745,-25.703316
2026-07-16 18:47:28.524000+00:00,13.63,13.649129,78.849792,2.71492,-19.128767
2026-07-16 18:49:28.524000+00:00,13.62,13.650728,78.8517,3.027344,-30.728139
2026-07-16 18:50:28.523000+00:00,13.61,13.651895,78.853226,3.14455,-41.89476
2026-07-16 18:51:28.523000+00:00,13.63,13.653076,78.836441,3.222656,-23.076291
2026-07-16 18:57:28.523000+00:00,13.64,13.660051,78.850937,3.964806,-20.051346
2026-07-16 18:58:28.524000+00:00,13.65,13.661589,78.842926,4.082012,-11.588669
2026-07-16 18:59:23.555000+00:00,13.64,13.662926,78.868866,4.179668,-22.926327
2026-07-16 19:01:33.524000+00:00,13.65,13.666211,78.837967,4.492188,-16.211128
2026-07-16 19:05:33.523000+00:00,13.66,13.673682,78.835678,5.078125,-13.681815
2026-07-16 19:08:01.523000+00:00,13.65,13.679089,78.823853,5.429745,-29.088783
2026-07-16 19:10:01.523000+00:00,13.67,13.684375,78.842545,5.800724,-14.375191
2026-07-16 19:10:50.567000+00:00,13.68,13.687012,78.839111,5.937481,-7.011898
2026-07-16 19:11:50.523000+00:00,13.67,13.68989,78.865433,6.113243,-19.889852
2026-07-16 19:12:50.524000+00:00,13.68,13.693598,78.846741,6.308651,-13.59827
2026-07-16 19:13:27.786000+00:00,13.67,13.695899,78.843307,6.406307,-25.898608
2026-07-16 19:14:37.525000+00:00,13.68,13.700358,78.845215,6.621075,-20.358232
2026-07-16 19:19:37.525000+00:00,13.69,13.727214,78.841019,8.671856,-37.21374
2026-07-16 19:20:37.524000+00:00,13.7,13.73474,78.850555,9.765625,-34.739812
2026-07-16 19:21:37.523000+00:00,13.71,13.74293,78.855515,10.976601,-32.929935
2026-07-16 19:22:37.523000+00:00,13.72,13.752722,78.855515,12.831974,-32.721564
2026-07-16 19:23:37.525000+00:00,13.74,13.763503,78.842926,15.214825,-23.50282
2026-07-16 19:24:37.523000+00:00,13.75,13.774798,78.84407,18.359375,-24.798097
2026-07-16 19:25:34.572000+00:00,13.78,13.788737,78.845596,22.343731,-8.737138
2026-07-16 19:27:31.941000+00:00,13.81,13.827103,78.843689,37.089825,-17.103043
2026-07-16 19:28:41.524000+00:00,13.83,13.858438,78.853607,43.632793,-28.437697
2026-07-16 19:29:06.280000+00:00,13.88,13.872949,78.855515,44.746113,7.050622
2026-07-16 19:30:05.523000+00:00,13.87,13.910781,78.843307,46.347713,-40.781415
2026-07-16 19:31:04.135000+00:00,13.98,13.963828,78.850174,49.316406,16.171722
2026-07-16 19:32:03.523000+00:00,13.97,14.029251,78.849792,49.804688,-59.25148
2026-07-16 19:32:16.056000+00:00,14.08,14.050391,78.846359,49.589825,29.609216
2026-07-16 19:33:15.524000+00:00,14.14,14.142429,70.436096,50.136757,-2.428557
2026-07-16 19:33:41.953000+00:00,14.19,14.175944,65.892029,49.628925,14.055862
2026-07-16 19:35:41.523000+00:00,14.23,14.256315,55.72052,43.652344,-26.3152
2026-07-16 19:36:10.775000+00:00,14.29,14.276791,50.951767,40.859413,13.209476
2026-07-16 19:36:54.874000+00:00,14.28,14.310332,48.149109,35.273457,-30.332266
2026-07-16 19:37:54.522000+00:00,14.31,14.332516,44.507217,27.929688,-22.516407
2026-07-16 19:38:54.523000+00:00,14.32,14.362328,40.826797,23.124981,-42.328377
2026-07-16 19:39:54.524000+00:00,14.34,14.374287,39.76326,19.355488,-34.286505
2026-07-16 19:40:54.524000+00:00,14.35,14.377902,36.322021,19.53125,-27.901997
2026-07-16 19:41:30.399000+00:00,14.39,14.394108,35.16655,17.773438,-4.108327
2026-07-16 19:42:29.523000+00:00,14.4,14.410638,34.094238,18.359375,-10.637719
2026-07-16 19:44:29.523000+00:00,14.42,14.43449,29.887009,19.023418,-14.489743
2026-07-16 19:46:29.523000+00:00,14.44,14.457168,24.407959,1.738262,-17.168134
2026-07-16 19:47:29.523000+00:00,14.48,14.489525,19.25354,-10.91795,-9.524968
2026-07-16 19:47:40.959000+00:00,14.5,14.494948,18.333054,-12.831974,5.051867
2026-07-16 19:48:40.524000+00:00,14.51,14.527448,13.240814,-20.351601,-17.448114
2026-07-16 19:49:40.524000+00:00,14.53,14.547337,9.286499,-25.42963,-17.337468
2026-07-16 19:50:40.524000+00:00,14.54,14.57487,6.740952,-32.441425,-34.870046
2026-07-16 19:51:30.683000+00:00,14.39,14.518867,-0.008011,-36.503887,-128.867397
2026-07-16 19:52:27.619000+00:00,14.29,14.358359,-0.009537,-40.781212,-68.359496
2026-07-16 19:53:27.524000+00:00,14.24,14.268145,-0.011826,-44.960976,-28.144671
2026-07-16 19:54:06.500000+00:00,14.18,14.230873,-0.012589,-47.187424,-50.872536
2026-07-16 19:56:06.523000+00:00,14.12,14.134811,-0.009155,-43.73045,-14.811401
2026-07-16 19:56:38.316000+00:00,14.08,14.113627,-0.009537,-33.808517,-33.626512
2026-07-16 19:57:37.523000+00:00,14.07,14.101022,-0.010681,-24.140549,-31.022339
2026-07-16 19:58:37.523000+00:00,14.06,14.090176,-0.001144,-18.417931,-30.175915
2026-07-16 19:59:37.524000+00:00,14.05,14.08078,-0.007248,-15.039062,-30.780029
2026-07-16 20:00:37.524000+00:00,14.04,14.073287,-0.004959,-11.503887,-33.287414
2026-07-16 20:01:37.522000+00:00,14.03,14.066527,-0.008774,-8.105469,-36.526633
2026-07-16 20:03:37.523000+00:00,14.02,14.05493,-0.008774,-7.03125,-34.929506
2026-07-16 20:05:41.523000+00:00,14.01,14.045787,-0.005722,-6.445312,-35.786994
2026-07-16 20:06:41.524000+00:00,14.0,14.041509,-0.009155,-6.210899,-41.509227
2026-07-16 20:07:41.524000+00:00,14.02,14.038184,-0.007248,-5.937576,-18.183795
2026-07-16 20:09:10.523000+00:00,14.0,14.033301,-0.007248,-5.644512,-33.300996
2026-07-16 20:15:10.523000+00:00,13.99,14.018525,-0.006866,-4.843712,-28.524757
2026-07-16 20:19:47.693000+00:00,13.97,14.009896,-0.015259,-4.33588,-39.89604
2026-07-16 20:21:47.524000+00:00,13.98,14.006804,-0.001907,-4.121113,-26.803619
2026-07-16 20:23:14.525000+00:00,13.97,14.00459,-0.003815,-4.023457,-34.590034
2026-07-16 20:31:14.523000+00:00,13.96,13.994797,-0.005341,-3.242207,-34.796549
2026-07-16 20:32:14.524000+00:00,13.97,13.993692,-0.009918,-3.242207,-23.691635
2026-07-16 20:33:14.525000+00:00,13.96,13.992774,0.000381,-3.203106,-32.773533
2026-07-16 20:38:19.523000+00:00,13.95,13.987934,-0.001526,-2.910137,-37.934219
2026-07-16 20:40:19.523000+00:00,13.96,13.986217,-0.007629,-2.793026,-26.216681
2026-07-16 20:41:19.524000+00:00,13.95,13.985442,-0.002289,-2.71492,-35.441868
2026-07-16 20:44:19.524000+00:00,13.94,13.983333,-0.006104,-2.441406,-43.333429
2026-07-16 20:45:19.524000+00:00,13.95,13.982471,0.013733,-2.3633,-32.47087
2026-07-16 20:49:19.523000+00:00,13.94,13.979805,-0.008011,-2.206993,-39.804993
2026-07-16 20:50:19.524000+00:00,13.93,13.979167,-0.011063,-2.207088,-49.166905
2026-07-16 20:51:19.523000+00:00,13.94,13.978535,-0.004196,-2.167988,-38.535271
2026-07-16 20:53:03.523000+00:00,13.93,13.977539,-0.008774,-2.050781,-47.539182
2026-07-16 20:54:03.523000+00:00,13.94,13.976926,-0.009537,-1.972675,-36.925577
2026-07-16 20:55:03.523000+00:00,13.93,13.976348,0.004196,-1.972675,-46.347733
2026-07-16 20:57:03.526000+00:00,13.94,13.975039,-0.006485,-1.953125,-35.039482
2026-07-16 20:59:03.524000+00:00,13.93,13.974132,-0.002289,-1.91412,-44.13222
2026-07-16 21:01:03.524000+00:00,13.92,13.972852,-0.008392,-1.953125,-52.851753
2026-07-16 21:03:03.523000+00:00,13.93,13.972017,-0.017929,-1.914024,-42.017375
2026-07-16 21:07:45.393000+00:00,13.92,13.969602,-0.023651,-1.679707,-49.602325
2026-07-16 21:09:45.524000+00:00,13.93,13.968652,0.00267,-1.640606,-38.652368
2026-07-16 21:12:45.523000+00:00,13.92,13.967305,-0.009918,-1.601505,-47.304993
2026-07-16 21:14:45.524000+00:00,13.93,13.966421,-0.010681,-1.484299,-36.420514
2026-07-16 21:15:45.523000+00:00,13.92,13.965972,-0.009537,-1.484394,-45.972371
2026-07-16 21:18:45.524000+00:00,13.93,13.964634,-0.018311,-1.367188,-34.633501
2026-07-16 21:19:45.523000+00:00,13.92,13.964317,0.012589,-1.367188,-44.31675
2026-07-16 21:29:12.523000+00:00,13.91,13.960439,-0.009537,-1.367188,-50.438728
2026-07-16 21:30:12.524000+00:00,13.92,13.960098,-0.007248,-1.328182,-40.09779
2026-07-16 21:37:16.523000+00:00,13.91,13.95739,-0.005341,-1.328087,-47.389673
2026-07-16 21:42:26.524000+00:00,13.92,13.955502,-0.012589,-1.289082,-35.501715
2026-07-16 21:44:26.523000+00:00,13.91,13.954863,0.004578,-1.288986,-44.863358
2026-07-16 21:45:26.525000+00:00,13.92,13.954551,-0.009537,-1.289082,-34.551125
2026-07-16 21:46:26.523000+00:00,13.91,13.954053,-0.021362,-1.289082,-44.052687
2026-07-16 21:50:28.524000+00:00,13.92,13.952763,-0.015259,-1.289082,-32.762604
2026-07-16 21:51:28.524000+00:00,13.91,13.9524,-0.004578,-1.289082,-42.399799
2026-07-16 21:53:28.524000+00:00,13.9,13.951739,-0.010681,-1.249981,-51.738644
2026-07-16 21:55:28.524000+00:00,13.91,13.951074,-0.004196,-1.210976,-41.074243
2026-07-16 21:56:28.523000+00:00,13.9,13.950782,-0.008774,-1.171875,-50.781584
2026-07-16 21:58:28.523000+00:00,13.91,13.950109,-0.004959,-1.132774,-40.108528
2026-07-16 22:03:28.523000+00:00,13.9,13.948487,-0.011444,-1.093769,-48.486567
2026-07-16 22:05:28.523000+00:00,13.91,13.947852,-0.001144,-1.093674,-37.851896
2026-07-16 22:06:28.523000+00:00,13.9,13.947657,-0.016785,-1.093769,-47.656631
2026-07-16 22:09:05.523000+00:00,13.91,13.946745,0.001526,-1.093769,-36.745237
2026-07-16 22:10:46.524000+00:00,13.9,13.946307,-0.008774,-1.054668,-46.306836
2026-07-16 22:11:46.524000+00:00,13.89,13.945996,-0.009155,-1.054764,-55.996284
2026-07-16 22:12:46.523000+00:00,13.9,13.945725,-0.011826,-1.054668,-45.725229
2026-07-16 22:14:46.523000+00:00,13.89,13.945057,-0.024033,-1.015568,-55.057209
2026-07-16 22:15:46.524000+00:00,13.9,13.944816,-0.004578,-1.015663,-44.815722
2026-07-16 22:16:46.524000+00:00,13.89,13.94458,-0.012589,-1.015663,-54.580317
2026-07-16 22:18:46.524000+00:00,13.9,13.943848,-0.001907,-1.054668,-43.848133
2026-07-16 22:19:46.524000+00:00,13.89,13.943587,-0.00267,-1.015663,-53.587462
2026-07-16 22:20:46.523000+00:00,13.9,13.943273,-0.008774,-1.015663,-43.272591
2026-07-16 22:21:46.523000+00:00,13.89,13.943012,-0.022507,-1.015568,-53.012449
2026-07-16 22:25:09.523000+00:00,13.9,13.942051,-0.008011,-0.937462,-42.051029
2026-07-16 22:26:09.523000+00:00,13.89,13.941797,-0.013351,-0.976562,-51.797256
2026-07-16 22:27:09.524000+00:00,13.9,13.941504,-0.017929,-1.015568,-41.504002
2026-07-16 22:28:09.523000+00:00,13.89,13.941211,-0.017548,-1.015663,-51.210985
2026-07-16 22:31:09.522000+00:00,13.9,13.940234,-0.008011,-1.015568,-40.234423
2026-07-16 22:32:09.523000+00:00,13.89,13.940072,-0.017548,-1.015663,-50.071901
2026-07-16 22:33:09.523000+00:00,13.9,13.939812,0.001526,-1.015663,-39.811548
2026-07-16 22:34:09.523000+00:00,13.89,13.939486,-0.016403,-0.976562,-49.485709
2026-07-16 23:20:13.524000+00:00,13.88,13.927442,-0.004578,-0.878906,-47.441597
2026-07-16 23:21:13.524000+00:00,13.89,13.927205,-0.010681,-0.878906,-37.204677
2026-07-16 23:46:14.523000+00:00,13.88,13.921268,-0.010681,-0.820351,-41.267721
2026-07-16 23:47:14.523000+00:00,13.89,13.920898,-0.014496,-0.859451,-30.898437
2026-07-16 23:49:14.524000+00:00,13.88,13.920528,-0.011444,-0.820351,-40.527649
2026-07-16 23:50:14.523000+00:00,13.89,13.920248,-0.006104,-0.820351,-30.247714
